ApoBot,0,ApoBotApplet,n_apoBotApplet;game;serialVersionUID;ApoBotApplet_int_int;init_;ApoBotApplet_
ApoBot,1,ApoBotComponent,n_apoBotComponent;iButtonEmpty;functionMouse;oldMouseY;iPlayer;player;iBackground;functionKey;fileChooser;fileFilter;levelWidth;iTile;iLevel;curHeight;buttons;level;curLevel;serialVersionUID;curY;bRightMouse;curX;curWidth;iBackgroundOriginal;image;levelHeight;oldMouseX;getImage_;keyReleased_KeyEvent;setMouseFunction_String;isLevelToWidth_;getLevel_;getCurY_;getCurWidth_;getIButtonEmpty_;centerCamera_;mouseReleased_MouseEvent;getIBackgroundOriginal_;setIPlayer_BufferedImage;setButtonFunction_String;setIBackgroundOriginal_BufferedImage;getIPlayer_;renderPlayer_Graphics2D_int_int_ApoBotLevel;saveLevel_String;setKeyFunction_int;renderOvertile_Graphics2D_int_int_int_int_int_ApoBotLevel;getLevelHeight_;getPlayer_;think_int;getStartY_;loadLevel_String;makeBackground_;setLevel_ApoBotLevel;mousePressed_MouseEvent;setCurX_int;setITile_BufferedImage;getILevel_;getITile_;levelSave_;getCurLevel_;setLevelHeight_int;getStartX_;renderLevel_Graphics2D_BufferedImage_ApoBotLevel;getIBackground_;renderLevel_Graphics2D_BufferedImage_ApoBotLevel_boolean;renderTile_Graphics2D_int_int_int_int_int;keyPressed_KeyEvent;init_;getCurHeight_;getCurX_;mouseDragged_MouseEvent;setCurLevel_int;restart_;getLevelWidth_;ApoBotComponent_boolean_boolean_int_int;isLevelToHeight_;setCurY_int;setIBackground_BufferedImage;levelLoad_String;setLevelWidth_int
ApoBot,2,ApoBotConstants,n_apoBotConstants;GROUND_GOAL;GAME_MENU_HEIGHT;FUNCTION_ONE;FONT_WIN;BUTTON_EDITOR;LEFT;TILE_HEIGHT;LEVELS;GROUND_ORIGINAL;GAME_GAME_WIDTH;GAME_HEIGHT;BUTTON_TUTORIAL;DIR_NORTH_UPLEFT;DIR_SOUTH_DOWNRIGHT;JUMP;GAME_GAME_HEIGHT;BUTTON_GAME;GROUND_REAL_EMPTY;FORWARD;WAIT_TIME_RENDER;SIZE;FONT_MENU;RIGHT;BUTTON_MENU;REDYE;TILE_WIDTH;GROUND_EMPTY;GAME_MENU_WIDTH;FUNCTION_TWO;TUTORIAL_SPEECH;DIR_WEST_DOWNLEFT;GAME_WIDTH;WAIT_TIME_THINK;PLAYER;DIR_EAST_UPRIGHT;ANIMATION_TIME
ApoBot,3,ApoBotImage,n_apoBotImage;image;getButtonImage_int_int_String_Color_Color_Color_Color_Color_Font;getImageCopy_BufferedImage;drawString_Graphics2D_String_int_int_int;getButtonImage_int_int_String_Color_Color_Color_int;ApoBotImage_;getIBackground_ApoBotLevel_BufferedImage_int_int;getButtonImage_int_int_String_Color_Color_Color_Color_Color;getButtonWithImage_int_int_BufferedImage_Color_Color_Color_Color;getIBackground_BufferedImage_int_int_int_int_int;getButtonImage_int_int_String_int;getLogo_int_int_BufferedImage;getImage_String_boolean
ApoBot,4,ApoBotMain,n_apoBotMain;game;serialVersionUID;main_String[];init_;ApoBotMain_String
ApoBot,5,ApoBotEntity,n_apoBotEntity;command;setCommand_int;getCommand_;ApoBotEntity_int_float_float_float_float
ApoBot,6,ApoBotPlayer,n_apoBotPlayer;curDir;curJumpHeight;bUp;runY;MAX_JUMP;bRun;runX;startDir;VEC;jumpHeight;bJump;setJumpHeight_float;setBUp_boolean;render_Graphics2D_int_int;getJumpHeight_;isBUp_;setBRun_boolean;getStartDir_;setCurJumpHeight_float;setRunY_float;setCurDir_int;setBJump_boolean;think_int;ApoBotPlayer_BufferedImage_float_float_float_float_int_long;getRunY_;getCurJumpHeight_;isBRun_;init_;setStartDir_int;getCurDir_;isBJump_;setRunX_float;getRunX_
ApoBot,7,ApoBotButton,n_apoBotButton;game;ApoBotButton_ApoBotComponent;init_
ApoBot,8,ApoBotEditor,n_apoBotEditor;functionTwo;levelYWidth;game;io;curTile;functionOne;curEditorLevel;levelXWidth;mainFunction;getCurTile_;mouseReleased_MouseEvent;loadLevel_String;init_;setCurTile_int;renderEditor_Graphics2D;ApoBotEditor_ApoBotGame;saveLevel_String;mouseFunction_String;mouseClick_int_int_int;getLevel_int;getMaxLevel_;getLevels_
ApoBot,9,ApoBotGame,n_apoBotGame;curFunctionTwoCommand;curFunctionOneCommand;editor;curFunction;FPS_COUNT;curMainCommand;curCommandDraw;waitTime;io;mouseX;curCommand;bShowFps;functionOneCommands;bGame;waitTimeRender;serialVersionUID;totalSteps;totalCommand;levelSteps;bEditor;bTutorial;bGo;iMouse;curLevelString;functionTwoCommands;levelCommand;curInMethod;mouseY;mainCommands;bMenu;winUp;bWinUp;point;tutorial;nextCommand_int;setGame_;setMouseFunction_String;setEditor_;renderFPS_Graphics2D_float;addLevelToIO_ApoBotLevel;mouseReleased_MouseEvent;saveLevel_String;setKeyFunction_int;nextLevel_int;render_Graphics2D;isLevelWin_;think_int;loadLevel_String;setTutorial_;setLevel_ApoBotLevel;stopGo_;mousePressed_MouseEvent;nextLevelChange_int;canPlayerJump_;renderMouseImage_Graphics2D;renderWin_Graphics2D;renderMenu_Graphics2D;init_;mouseWheelMoved_MouseWheelEvent;ApoBotGame_boolean_boolean_int_int;mouseDragged_MouseEvent;reset_;restart_;canPlayerRun_;setMenu_;getNextCommand_;thinkMove_int
ApoBot,10,ApoBotTutorial,n_apoBotTutorial;game;curStringInt;curDelta;curString;MAX_DELTA;step;keyPressed_int;init_;drawSpeech_Graphics2D_String;nextStep_;drawArrow_Graphics2D_int_int_int;renderMenuTutorial_Graphics2D;canGo_;ApoBotTutorial_ApoBotGame;think_int
ApoBot,11,ApoBotLevel,n_apoBotLevel;functionsTwoMenu;startPoint;level;directionView;commandsMenu;functionsOneMenu;ApoBotLevel_ApoBotLevelLevel[][]_Point_int_int[];getFunctionsTwoMenu_;getCommandsMenu_;getDirectionView_;init_;setCommandsMenu_int;ApoBotLevel_;ApoBotLevel_int_int;getLevel_;setDirectionView_int;setLevel_ApoBotLevelLevel[][];getFunctionsOneMenu_;setFunctionsOneMenu_int;setFunctionsTwoMenu_int;getStartPoint_;setStartPoint_Point
ApoBot,12,ApoBotLevelIO,n_apoBotLevelIO;levels;ApoBotLevelIO_;removeLevel_int;changeLevel_int_int;addLevel_ApoBotLevel_int;removeLevel_ApoBotLevel;readLevel_DataInputStream_IOException;writeLevel_DataOutputStream;setLevels_ArrayList<ApoBotLevel>;getLevel_int;getMaxLevel_;getLevels_
ApoBot,13,ApoBotLevelLevel,n_apoBotLevelLevel;startHeight;ground;startGround;height;getGround_;init_;getStartHeight_;getStartGround_;ApoBotLevelLevel_int_int;setGround_int;setStartHeight_int;setHeight_int;getHeight_;setStartGround_int
ApoBot,14,ApoBotLevelTest,n_apoBotLevelTest;testLevels;makeLevelOne_;getLevel_int;getMenuLevel_;ApoBotLevelTest_
ApoBot,15,ApoApplet,n_apoApplet;currentComponent;width;height;main;component;serialVersionUID;setComponent_ApoComponent;init_;ApoApplet_int_int;destroy_
ApoBot,16,ApoAppletBufferedStrategy,n_apoAppletBufferedStrategy;currentComponent;width;height;main;component;serialVersionUID;ApoAppletBufferedStrategy_int_int;setComponent_ApoComponentBufferedStrategy;init_;destroy_
ApoBot,17,ApoComponent,n_apoComponent;WAIT_TIME;bDirections;bRepaint;threadThinkAndRender;threadRender;bLoose;bMouse;bKey;bWin;timerThread;bThink;threadThink;bBack;buttons;serialVersionUID;bHelp;keyReleased_KeyEvent;isBBack_;getFPS_;setBHelp_boolean;setBRepaint_boolean;setBWin_boolean;focusLost_FocusEvent;render_;mouseReleased_MouseEvent;mouseMoved_MouseEvent;setButtonFunction_String;ApoComponent_boolean_boolean_int_int;setRestartThreadValues_;setButtons_ApoButton[];paintComponent_Graphics;renderButtons_Graphics2D;isBRepaint_;setBLoose_boolean;render_Graphics2D;mouseExited_MouseEvent;think_int;mouseClicked_MouseEvent;start_;stop_;isBThink_;isBLoose_;focusGained_FocusEvent;isBWin_;mousePressed_MouseEvent;setBBack_boolean;keyTyped_KeyEvent;renderFPS_Graphics2D_int_int;mouseEntered_MouseEvent;setBDirections_boolean[];keyPressed_KeyEvent;init_;mouseDragged_MouseEvent;mouseWheelMoved_MouseWheelEvent;setBThink_boolean;getButtons_;ApoComponent_boolean_boolean_int;getBDirections_;isBHelp_
ApoBot,18,ApoComponentBufferedStrategy,n_apoComponentBufferedStrategy;bDirections;thread;bKey;bWin;gc;ge;serialVersionUID;bHelp;bRepaint;WAIT_TIME_RENDER;strategy;bLoose;bStrategy;bThink;bBack;backbuffer;WAIT_TIME_THINK;bTimer;bMouse;buttons;keyReleased_KeyEvent;isBBack_;getFPS_;setBHelp_boolean;createBackbuffer_;setBRepaint_boolean;checkBackbuffer_;setBWin_boolean;focusLost_FocusEvent;render_;mouseReleased_MouseEvent;mouseMoved_MouseEvent;setButtonFunction_String;setRestartThreadValues_;setWAIT_TIME_RENDER_int;setButtons_ApoButton[];renderButtons_Graphics2D;isBRepaint_;setBLoose_boolean;render_Graphics2D;mouseExited_MouseEvent;think_int;mouseClicked_MouseEvent;start_;stop_;isBThink_;isBLoose_;focusGained_FocusEvent;isBWin_;mousePressed_MouseEvent;ApoComponentBufferedStrategy_boolean_boolean_int;setBBack_boolean;keyTyped_KeyEvent;renderFPS_Graphics2D_int_int;ApoComponentBufferedStrategy_boolean_boolean_int_int_boolean;mouseEntered_MouseEvent;setBDirections_boolean[];getWAIT_TIME_RENDER_;init_;keyPressed_KeyEvent;mouseDragged_MouseEvent;mouseWheelMoved_MouseWheelEvent;setBThink_boolean;getButtons_;getBDirections_;ApoComponentBufferedStrategy_boolean_boolean_int_int;isBHelp_
ApoBot,19,ApoConstants,n_apoConstants;ONE_THREADS;RIGHT;NO_THREAD;B_APPLET;TWO_THREADS;B_FPS;STAND;DOWN;LEFT;UP
ApoBot,20,ApoIO,n_apoIO;maxLevel;fileEnding;levelName;currentLevel;readLevel_boolean_String;readLevel_boolean_String_boolean;setFileEnding_String;setMaxLevel_int;getFileEnding_;hasNextLevel_boolean;setLevelName_String;ApoIO_;setCurrentLevel_int;hasNextLevel_;writeLevel_String;readLevel_DataInputStream_IOException;readLevel_String;getMaxLevel_;getLevelName_;ApoIO_String_String;getCurrentLevel_;writeLevel_DataOutputStream
ApoBot,21,ApoMain,n_apoMain;currentComponent;serialVersionUID;main;component;ApoMain_String_int_int;init_;ApoMain_String;setComponent_ApoComponent;initWindow_
ApoBot,22,ApoMainBufferedStrategy,n_apoMainBufferedStrategy;component;serialVersionUID;main;setComponent_ApoComponentBufferedStrategy;init_;ApoMainBufferedStrategy_String;ApoMainBufferedStrategy_String_int_int;initWindow_
ApoBot,23,ApoNewThread,n_apoNewThread;lastFrame;game;yield;frameAverage;lastSecond;draws;waitThink;bThink;bRender;fps;damping;bRunning;waitRender;render_;getWait_;run_;ApoNewThread_ApoTimerInterface_long_long;setWaitRender_long;setWait_long;setBRunning_boolean;getWaitRender_;setBRender_boolean;isBThink_;start_;ApoNewThread_ApoTimerInterface_long;stop_;ApoNewThread_ApoTimerInterface_long_long_boolean_boolean;computeDelta_;think_;setBThink_boolean;getFps_;setRestart_;isBRunning_;isBRender_
ApoBot,24,ApoStart,n_apoStart;main_String[];ApoStart_
ApoBot,25,ApoThread,n_apoThread;game;delta;last;fpsCounter;deltaThink;waitThink;bThink;bRender;fps;bRunning;deltaSecond;waitRender;FPSUpdater;deltaRender;setBRender_boolean;isBThink_;start_;stop_;isBRunning_;run_;setBThink_boolean;setWaitRender_long;ApoThread_ApoTimerInterface_long_long_boolean_boolean;setWait_long;setBRunning_boolean;getFps_;ApoThread_ApoTimerInterface_long_long;ApoThread_ApoTimerInterface_long;getWaitRender_;getWait_;isBRender_
ApoBot,26,ApoTimer,n_apoTimer;bWait;timer;game;delta;bRender;bRunning;wait;setBWait_boolean;setBRender_boolean;start_;stop_;run_;ApoTimer_ApoTimerInterface_long;setWait_long;setBRunning_boolean;getFps_;isBRunning_;getWait_;isBWait_;isBRender_
ApoBot,27,ApoTimerInterface,n_apoTimerInterface;render_;isBThink_;isBRepaint_;think_int
ApoBot,28,ApoAnimation,n_apoAnimation;frame;curTime;time;tiles;ApoAnimation_BufferedImage_float_float_float_float_int_long;init_;getFrame_;setFrame_int;render_Graphics2D_int_int;getTime_;setTiles_int;setTime_long;getCurTime_;render_Graphics2D;getTiles_;setCurTime_long;ApoAnimation_BufferedImage_float_float_int_long;think_int
ApoBot,29,ApoButton,n_apoButton;bFirstWait;bPressed;bWait;WAIT_DELAY;function;bOver;wait;getMove_int_int;setBWait_boolean;isBPressed_;getFunction_;getReleased_int_int;getWAIT_DELAY_;isBOver_;setFunction_String;render_Graphics2D_int_int;setBOver_boolean;ApoButton_BufferedImage_int_int_int_int_String;getPressed_int_int;setWAIT_DELAY_int;setBPressed_boolean;isBWait_;think_int
ApoBot,30,ApoButtonText,n_apoButtonText;font;value;colorPressed;colorReleased;text;getColorReleased_;ApoButtonText_BufferedImage_int_int_int_int_String_String;ApoButtonText_BufferedImage_int_int_int_int_String_int;setFontSize_int;setColorPressed_Color;getValue_;render_Graphics2D_int_int;getColorPressed_;setColorReleased_Color
ApoBot,31,ApoDragObject,n_apoDragObject;diffY;diffX;getReleased_int_int;getDiffY_;setDragY_int;getDiffX_;ApoDragObject_int_int_int_int;render_Graphics2D_int_int;getIn_int_int;getPressed_int_int;setDragX_int;getNewX_int;getNewY_int
ApoBot,32,ApoEntity,n_apoEntity;vecX;bVisible;bClose;vecY;iBackground;width;y;height;bSelect;x;startX;bUse;startY;getRec_;setStartY_float;render_Graphics2D_int_int;setStartX_float;setBClose_boolean;getHeight_;getY_;setWidth_float;intersects_ApoEntity;getX_;checkOpaqueColorCollisions_ApoEntity;getVecY_;isOpaque_int;getVecX_;isBUse_;contains_ApoEntity;setVecX_float;setY_float;setVecY_float;render_Graphics2D;setX_float;isBSelect_;isBClose_;think_int;getStartY_;getXMiddle_;setBVisible_boolean;intersects_float_float;getSubRec_Rectangle2D.Float_Rectangle2D.Float;contains_float_float_float_float;intersects_float_float_float_float;setBUse_boolean;getStartX_;getWidth_;setHeight_float;getIBackground_;setBSelect_boolean;init_;isBVisible_;ApoEntity_BufferedImage_float_float_float_float;render_Graphics;setIBackground_BufferedImage
ApoBot,33,ApoClassLoader,n_apoClassLoader;classname;path;ApoClassLoader_String_String;getMyClass_;getPath_;getClassname_;setClassname_String;setPath_String
ApoBot,34,ApoCopy,n_apoCopy;copyFile_String_String;copyDirectory_String_String;ApoCopy_
ApoBot,35,ApoFileFilter,n_apoFileFilter;aString;s;ApoFileFilter_;getDescription_;ApoFileFilter_String;ApoFileFilter_String[];accept_File;getExtension_File;getLevelName_
ApoBot,36,ApoFileNameFilter,n_apoFileNameFilter;extension;ApoFileNameFilter_String;getExtension_;accept_File_String;setExtension_String
ApoBot,37,ApoFloatPoint,n_apoFloatPoint;x;y;getX_;setY_float;ApoFloatPoint_float_float;setX_float;getY_
